route,t,p,lat,lon,bearing,bsp,twa,twd,tws,gust,isSample,live,twd,tws,gust,
,1616807589,3/27/21 1:13 AM,26.05724,-80.12885,316.7,0,,,,,TRUE,,,,,"[-80.12885, 26.05724], "
,1616811192,3/27/21 2:13 AM,26.05745,-80.12907,81,0,,,,,TRUE,,,,,"[-80.12907, 26.05745], "
,1616814810,3/27/21 3:13 AM,26.05746,-80.129,169.8,0,,,,,TRUE,,,,,"[-80.129, 26.05746], "
,1616818468,3/27/21 4:14 AM,26.05736,-80.12898,30.9,0,,,,,TRUE,,,,,"[-80.12898, 26.05736], "
,1616821988,3/27/21 5:13 AM,26.05739,-80.12896,29.3,0,,,,,TRUE,,,,,"[-80.12896, 26.05739], "
,1616825589,3/27/21 6:13 AM,26.05747,-80.12891,270,0,,,,,TRUE,,,,,"[-80.12891, 26.05747], "
,1616829197,3/27/21 7:13 AM,26.05747,-80.12908,90,0,,,,,TRUE,,,,,"[-80.12908, 26.05747], "
,1616832800,3/27/21 8:13 AM,26.05747,-80.12898,196.7,0,,,,,TRUE,,,,,"[-80.12898, 26.05747], "
,1616836405,3/27/21 9:13 AM,26.05741,-80.129,302.5,0,,,,,TRUE,,,,,"[-80.129, 26.05741], "
,1616839982,3/27/21 10:13 AM,26.05757,-80.12928,110.4,0,,,,,TRUE,,,,,"[-80.12928, 26.05757], "
,1616843589,3/27/21 11:13 AM,26.05749,-80.12904,68.3,0,,,,,TRUE,,,,,"[-80.12904, 26.05749], "
,1616847162,3/27/21 12:12 PM,26.05754,-80.1289,189.7,0.1,,,,,TRUE,,,,,"[-80.1289, 26.05754], "
,1616850793,3/27/21 1:13 PM,26.05691,-80.12902,9.3,0,,,,,TRUE,,,,,"[-80.12902, 26.05691], "
,1616854406,3/27/21 2:13 PM,26.05735,-80.12894,333.7,0,,,,,TRUE,,,,,"[-80.12894, 26.05735], "
,1616858014,3/27/21 3:13 PM,26.05755,-80.12905,204.2,0,,,,,TRUE,,,,,"[-80.12905, 26.05755], "
,1616861597,3/27/21 4:13 PM,26.05747,-80.12909,117.2,0,,,,,TRUE,,,,,"[-80.12909, 26.05747], "
,1616865175,3/27/21 5:12 PM,26.05741,-80.12896,277.1,0,,,,,TRUE,,,,,"[-80.12896, 26.05741], "
,1616868785,3/27/21 6:13 PM,26.05742,-80.12905,285.6,0,,,,,TRUE,,,,,"[-80.12905, 26.05742], "
,1616872390,3/27/21 7:13 PM,26.05743,-80.12909,77.4,0,,,,,TRUE,,,,,"[-80.12909, 26.05743], "
,1616875991,3/27/21 8:13 PM,26.05745,-80.12899,143,0,,,,,TRUE,,,,,"[-80.12899, 26.05745], "
,1616879593,3/27/21 9:13 PM,26.0572,-80.12878,315.2,0,,,,,TRUE,,,,,"[-80.12878, 26.0572], "
,1616883185,3/27/21 10:13 PM,26.05739,-80.12899,270,0,,,,,TRUE,,,,,"[-80.12899, 26.05739], "
,1616886788,3/27/21 11:13 PM,26.05739,-80.129,352.7,0,,,,,TRUE,,,,,"[-80.129, 26.05739], "
,1616890396,3/28/21 12:13 AM,26.05746,-80.12901,191.3,0,,,,,TRUE,,,,,"[-80.12901, 26.05746], "
,1616893997,3/28/21 1:13 AM,26.05737,-80.12903,41.9,0,,,,,TRUE,,,,,"[-80.12903, 26.05737], "
,1616897607,3/28/21 2:13 AM,26.05739,-80.12901,254.4,0,,,,,TRUE,,,,,"[-80.12901, 26.05739], "
,1616901183,3/28/21 3:13 AM,26.05738,-80.12905,24.2,0,,,,,TRUE,,,,,"[-80.12905, 26.05738], "
,1616904799,3/28/21 4:13 AM,26.0574,-80.12904,90,0,,,,,TRUE,,,,,"[-80.12904, 26.0574], "
,1616908432,3/28/21 5:13 AM,26.0574,-80.12903,187.3,0,,,,,TRUE,,,,,"[-80.12903, 26.0574], "
,1616912002,3/28/21 6:13 AM,26.05733,-80.12904,64.5,0,,,,,TRUE,,,,,"[-80.12904, 26.05733], "
,1616915609,3/28/21 7:13 AM,26.05736,-80.12897,192.7,0,,,,,TRUE,,,,,"[-80.12897, 26.05736], "
,1616919170,3/28/21 8:12 AM,26.05728,-80.12899,355.7,0,,,,,TRUE,,,,,"[-80.12899, 26.05728], "
,1616922779,3/28/21 9:12 AM,26.0574,-80.129,64.5,0,,,,,TRUE,,,,,"[-80.129, 26.0574], "
,1616926385,3/28/21 10:13 AM,26.05743,-80.12893,185.7,0,,,,,TRUE,,,,,"[-80.12893, 26.05743], "
,1616929998,3/28/21 11:13 AM,26.05734,-80.12894,335.8,0,,,,,TRUE,,,,,"[-80.12894, 26.05734], "
,1616933583,3/28/21 12:13 PM,26.0574,-80.12897,214.9,0,,,,,TRUE,,,,,"[-80.12897, 26.0574], "
,1616937184,3/28/21 1:13 PM,26.05731,-80.12904,357.8,0,,,,,TRUE,,,,,"[-80.12904, 26.05731], "
,1616940786,3/28/21 2:13 PM,26.05754,-80.12905,163.3,0,,,,,TRUE,,,,,"[-80.12905, 26.05754], "
,1616944404,3/28/21 3:13 PM,26.05739,-80.129,166.5,0,,,,,TRUE,,,,,"[-80.129, 26.05739], "
,1616947988,3/28/21 4:13 PM,26.05724,-80.12896,306.6,0,,,,,TRUE,,,,,"[-80.12896, 26.05724], "
,1616951592,3/28/21 5:13 PM,26.05734,-80.12911,29.8,6.6,,,,,TRUE,,,,,"[-80.12911, 26.05734], "
,1616955193,3/28/21 6:13 PM,26.10901,-80.09612,14.1,1.8,,,,,TRUE,,,,,"[-80.09612, 26.10901], "
,1616958782,3/28/21 7:13 PM,26.12482,-80.0917,144.1,1.3,,,,,TRUE,,,,,"[-80.0917, 26.12482], "
,1616962392,3/28/21 8:13 PM,26.11507,-80.08383,226.7,4.2,,,,,TRUE,,,,,"[-80.08383, 26.11507], "
,1616965994,3/28/21 9:13 PM,26.08925,-80.11429,202.5,3.8,,,,,TRUE,,,,,"[-80.11429, 26.08925], "
,1616969595,3/28/21 10:13 PM,26.05731,-80.12899,302.8,0,,,,,TRUE,,,,,"[-80.12899, 26.05731], "
,1616973239,3/28/21 11:13 PM,26.05742,-80.12918,127.3,0,,,,,TRUE,,,,,"[-80.12918, 26.05742], "
,1616976794,3/29/21 12:13 AM,26.05729,-80.12899,305.6,0,,,,,TRUE,,,,,"[-80.12899, 26.05729], "
,1616980398,3/29/21 1:13 AM,26.05738,-80.12913,209.1,0,,,,,TRUE,,,,,"[-80.12913, 26.05738], "
,1616984002,3/29/21 2:13 AM,26.05717,-80.12926,40,0,,,,,TRUE,,,,,"[-80.12926, 26.05717], "
,1616987586,3/29/21 3:13 AM,26.05747,-80.12898,215.7,0,,,,,TRUE,,,,,"[-80.12898, 26.05747], "
,1616991196,3/29/21 4:13 AM,26.05737,-80.12906,47.2,0,,,,,TRUE,,,,,"[-80.12906, 26.05737], "
,1616994800,3/29/21 5:13 AM,26.05742,-80.129,204.2,0,,,,,TRUE,,,,,"[-80.129, 26.05742], "
,1616998460,3/29/21 6:14 AM,26.05738,-80.12902,149.1,0,,,,,TRUE,,,,,"[-80.12902, 26.05738], "
,1617002003,3/29/21 7:13 AM,26.05729,-80.12896,105.6,0,,,,,TRUE,,,,,"[-80.12896, 26.05729], "
,1617005607,3/29/21 8:13 AM,26.05728,-80.12892,321.8,0,,,,,TRUE,,,,,"[-80.12892, 26.05728], "
,1617009210,3/29/21 9:13 AM,26.05736,-80.12899,180,0,,,,,TRUE,,,,,"[-80.12899, 26.05736], "
,1617012782,3/29/21 10:13 AM,26.05735,-80.12899,41.9,0,,,,,TRUE,,,,,"[-80.12899, 26.05735], "
,1617016387,3/29/21 11:13 AM,26.05738,-80.12896,90,0,,,,,TRUE,,,,,"[-80.12896, 26.05738], "
,1617019991,3/29/21 12:13 PM,26.05738,-80.12889,215.7,0,,,,,TRUE,,,,,"[-80.12889, 26.05738], "
,1617023592,3/29/21 1:13 PM,26.05728,-80.12897,7.3,0,,,,,TRUE,,,,,"[-80.12897, 26.05728], "
,1617027196,3/29/21 2:13 PM,26.05742,-80.12895,238.3,0,,,,,TRUE,,,,,"[-80.12895, 26.05742], "
,1617030801,3/29/21 3:13 PM,26.05737,-80.12904,174.6,0,,,,,TRUE,,,,,"[-80.12904, 26.05737], "
,1617034404,3/29/21 4:13 PM,26.05718,-80.12902,28.7,0,,,,,TRUE,,,,,"[-80.12902, 26.05718], "
,1617037979,3/29/21 5:12 PM,26.05741,-80.12888,73.1,0,,,,,TRUE,,,,,"[-80.12888, 26.05741], "
,1617041615,3/29/21 6:13 PM,26.05744,-80.12877,319.9,0,,,,,TRUE,,,,,"[-80.12877, 26.05744], "
,1617045189,3/29/21 7:13 PM,26.0576,-80.12892,205.6,0,,,,,TRUE,,,,,"[-80.12892, 26.0576], "
,1617048774,3/29/21 8:12 PM,26.05745,-80.129,144.3,0,,,,,TRUE,,,,,"[-80.129, 26.05745], "
,1617052415,3/29/21 9:13 PM,26.0574,-80.12896,248.3,0,,,,,TRUE,,,,,"[-80.12896, 26.0574], "
,1617055993,3/29/21 10:13 PM,26.05735,-80.1291,12.2,0,,,,,TRUE,,,,,"[-80.1291, 26.05735], "
,1617059594,3/29/21 11:13 PM,26.0576,-80.12904,161.4,0,,,,,TRUE,,,,,"[-80.12904, 26.0576], "
,1617063196,3/30/21 12:13 AM,26.05744,-80.12898,215.7,0,,,,,TRUE,,,,,"[-80.12898, 26.05744], "
,1617066796,3/30/21 1:13 AM,26.05739,-80.12902,196.7,0,,,,,TRUE,,,,,"[-80.12902, 26.05739], "
,1617070401,3/30/21 2:13 AM,26.05736,-80.12903,318.1,0,,,,,TRUE,,,,,"[-80.12903, 26.05736], "
,1617074010,3/30/21 3:13 AM,26.05739,-80.12906,153.9,0,,,,,TRUE,,,,,"[-80.12906, 26.05739], "
,1617077613,3/30/21 4:13 AM,26.05728,-80.129,356.6,0,,,,,TRUE,,,,,"[-80.129, 26.05728], "
,1617081217,3/30/21 5:13 AM,26.05743,-80.12901,90,0,,,,,TRUE,,,,,"[-80.12901, 26.05743], "
,1617084817,3/30/21 6:13 AM,26.05743,-80.12898,180,0,,,,,TRUE,,,,,"[-80.12898, 26.05743], "
,1617088394,3/30/21 7:13 AM,26.0573,-80.12898,344.9,0,,,,,TRUE,,,,,"[-80.12898, 26.0573], "
,1617091997,3/30/21 8:13 AM,26.0575,-80.12904,173.6,0,,,,,TRUE,,,,,"[-80.12904, 26.0575], "
,1617095598,3/30/21 9:13 AM,26.05734,-80.12902,48.3,0,,,,,TRUE,,,,,"[-80.12902, 26.05734], "
,1617099200,3/30/21 10:13 AM,26.05738,-80.12897,299.1,0,,,,,TRUE,,,,,"[-80.12897, 26.05738], "
,1617102802,3/30/21 11:13 AM,26.05741,-80.12903,210.9,0,,,,,TRUE,,,,,"[-80.12903, 26.05741], "
,1617106404,3/30/21 12:13 PM,26.05732,-80.12909,36.8,0,,,,,TRUE,,,,,"[-80.12909, 26.05732], "
,1617110001,3/30/21 1:13 PM,26.05738,-80.12904,21.8,0,,,,,TRUE,,,,,"[-80.12904, 26.05738], "
,1617113602,3/30/21 2:13 PM,26.05747,-80.129,115.5,0,,,,,TRUE,,,,,"[-80.129, 26.05747], "
,1617117208,3/30/21 3:13 PM,26.05741,-80.12886,283.4,0,,,,,TRUE,,,,,"[-80.12886, 26.05741], "
,1617120811,3/30/21 4:13 PM,26.05744,-80.129,259.5,0,,,,,TRUE,,,,,"[-80.129, 26.05744], "
,1617124451,3/30/21 5:14 PM,26.05743,-80.12906,86.1,0,,,,,TRUE,,,,,"[-80.12906, 26.05743], "
,1617127998,3/30/21 6:13 PM,26.05745,-80.12873,234,0,,,,,TRUE,,,,,"[-80.12873, 26.05745], "
,1617131571,3/30/21 7:12 PM,26.05728,-80.12899,330.7,0,,,,,TRUE,,,,,"[-80.12899, 26.05728], "
,1617135178,3/30/21 8:12 PM,26.05736,-80.12904,74.4,0,,,,,TRUE,,,,,"[-80.12904, 26.05736], "
,1617138788,3/30/21 9:13 PM,26.05739,-80.12892,252.8,0,,,,,TRUE,,,,,"[-80.12892, 26.05739], "
,1617142391,3/30/21 10:13 PM,26.05734,-80.1291,215.8,4.6,,,,,TRUE,,,,,"[-80.1291, 26.05734], "
,1617146062,3/30/21 11:14 PM,26.0232,-80.1565,35.9,4.8,,,,,TRUE,,,,,"[-80.1565, 26.0232], "
,1617149585,3/31/21 12:13 AM,26.05735,-80.12893,288.5,0,,,,,TRUE,,,,,"[-80.12893, 26.05735], "
,1617153200,3/31/21 1:13 AM,26.05738,-80.12903,103.9,0,,,,,TRUE,,,,,"[-80.12903, 26.05738], "
,1617156807,3/31/21 2:13 AM,26.05736,-80.12894,0,0,,,,,TRUE,,,,,"[-80.12894, 26.05736], "
,1617160410,3/31/21 3:13 AM,26.05758,-80.12894,187.7,0,,,,,TRUE,,,,,"[-80.12894, 26.05758], "
,1617164012,3/31/21 4:13 AM,26.05738,-80.12897,246,0,,,,,TRUE,,,,,"[-80.12897, 26.05738], "
,1617167617,3/31/21 5:13 AM,26.05734,-80.12907,44.7,0,,,,,TRUE,,,,,"[-80.12907, 26.05734], "
,1617171192,3/31/21 6:13 AM,26.05744,-80.12896,183.4,0,,,,,TRUE,,,,,"[-80.12896, 26.05744], "
,1617174809,3/31/21 7:13 AM,26.05729,-80.12897,340.2,0,,,,,TRUE,,,,,"[-80.12897, 26.05729], "
,1617178410,3/31/21 8:13 AM,26.05744,-80.12903,131.7,0,,,,,TRUE,,,,,"[-80.12903, 26.05744], "
,1617182017,3/31/21 9:13 AM,26.05732,-80.12888,235.2,0,,,,,TRUE,,,,,"[-80.12888, 26.05732], "
,1617185590,3/31/21 10:13 AM,26.05727,-80.12896,340.2,0,,,,,TRUE,,,,,"[-80.12896, 26.05727], "
,1617189201,3/31/21 11:13 AM,26.05742,-80.12902,169.1,0,,,,,TRUE,,,,,"[-80.12902, 26.05742], "
,1617192804,3/31/21 12:13 PM,26.05728,-80.12899,29.3,0,,,,,TRUE,,,,,"[-80.12899, 26.05728], "
,1617196413,3/31/21 1:13 PM,26.05736,-80.12894,344.9,0,,,,,TRUE,,,,,"[-80.12894, 26.05736], "
,1617200015,3/31/21 2:13 PM,26.05746,-80.12897,334.4,0,,,,,TRUE,,,,,"[-80.12897, 26.05746], "
,1617203607,3/31/21 3:13 PM,26.05761,-80.12905,160.7,0,,,,,TRUE,,,,,"[-80.12905, 26.05761], "
,1617207215,3/31/21 4:13 PM,26.0572,-80.12889,334.9,0,,,,,TRUE,,,,,"[-80.12889, 26.0572], "
,1617210787,3/31/21 5:13 PM,26.05743,-80.12901,160.8,0,,,,,TRUE,,,,,"[-80.12901, 26.05743], "
,1617214396,3/31/21 6:13 PM,26.05712,-80.12889,321.6,0,,,,,TRUE,,,,,"[-80.12889, 26.05712], "
,1617218000,3/31/21 7:13 PM,26.05746,-80.12919,157.8,0,,,,,TRUE,,,,,"[-80.12919, 26.05746], "
,1617221575,3/31/21 8:12 PM,26.05724,-80.12909,274.1,0.1,,,,,TRUE,,,,,"[-80.12909, 26.05724], "
,1617225181,3/31/21 9:13 PM,26.05728,-80.12971,304.6,0,,,,,TRUE,,,,,"[-80.12971, 26.05728], "
,1617228819,3/31/21 10:13 PM,26.05741,-80.12992,126.6,0,,,,,TRUE,,,,,"[-80.12992, 26.05741], "
,1617232380,3/31/21 11:13 PM,26.05727,-80.12971,182.4,0,,,,,TRUE,,,,,"[-80.12971, 26.05727], "
,1617236016,4/1/21 12:13 AM,26.05706,-80.12972,339.5,0,,,,,TRUE,,,,,"[-80.12972, 26.05706], "
,1617239599,4/1/21 1:13 AM,26.0573,-80.12982,110.4,0,,,,,TRUE,,,,,"[-80.12982, 26.0573], "
,1617243197,4/1/21 2:13 AM,26.05727,-80.12973,77.4,0,,,,,TRUE,,,,,"[-80.12973, 26.05727], "
,1617246813,4/1/21 3:13 AM,26.05729,-80.12963,273.7,0,,,,,TRUE,,,,,"[-80.12963, 26.05729], "
,1617250400,4/1/21 4:13 AM,26.0573,-80.1298,299.1,0,,,,,TRUE,,,,,"[-80.1298, 26.0573], "
,1617253985,4/1/21 5:13 AM,26.05732,-80.12984,163.3,0,,,,,TRUE,,,,,"[-80.12984, 26.05732], "
,1617257586,4/1/21 6:13 AM,26.05723,-80.12981,17.6,0,,,,,TRUE,,,,,"[-80.12981, 26.05723], "
,1617261217,4/1/21 7:13 AM,26.0574,-80.12975,190.9,0,,,,,TRUE,,,,,"[-80.12975, 26.0574], "
,1617264787,4/1/21 8:13 AM,26.05726,-80.12978,71.5,0,,,,,TRUE,,,,,"[-80.12978, 26.05726], "
,1617268405,4/1/21 9:13 AM,26.05729,-80.12968,234.4,0,,,,,TRUE,,,,,"[-80.12968, 26.05729], "
,1617272009,4/1/21 10:13 AM,26.0572,-80.12982,36.8,0,,,,,TRUE,,,,,"[-80.12982, 26.0572], "
,1617275621,4/1/21 11:13 AM,26.05732,-80.12972,180,0,,,,,TRUE,,,,,"[-80.12972, 26.05732], "
,1617279206,4/1/21 12:13 PM,26.05728,-80.12972,85,0.1,,,,,TRUE,,,,,"[-80.12972, 26.05728], "
,1617282824,4/1/21 1:13 PM,26.05734,-80.12896,14.4,0,,,,,TRUE,,,,,"[-80.12896, 26.05734], "
,1617286430,4/1/21 2:13 PM,26.05741,-80.12894,225.8,0,,,,,TRUE,,,,,"[-80.12894, 26.05741], "
,1617290025,4/1/21 3:13 PM,26.05727,-80.1291,117.8,0.1,,,,,TRUE,,,,,"[-80.1291, 26.05727], "
,1617293616,4/1/21 4:13 PM,26.0569,-80.12832,301.7,0.1,,,,,TRUE,,,,,"[-80.12832, 26.0569], "
,1617297196,4/1/21 5:13 PM,26.0573,-80.12904,4.9,0,,,,,TRUE,,,,,"[-80.12904, 26.0573], "
,1617300820,4/1/21 6:13 PM,26.05751,-80.12902,170.2,0,,,,,TRUE,,,,,"[-80.12902, 26.05751], "
,1617304432,4/1/21 7:13 PM,26.05725,-80.12897,11.7,0,,,,,TRUE,,,,,"[-80.12897, 26.05725], "
,1617307985,4/1/21 8:13 PM,26.05738,-80.12894,155.8,0,,,,,TRUE,,,,,"[-80.12894, 26.05738], "
,1617311617,4/1/21 9:13 PM,26.05734,-80.12892,309.9,0,,,,,TRUE,,,,,"[-80.12892, 26.05734], "
,1617315222,4/1/21 10:13 PM,26.05743,-80.12904,314.2,0,,,,,TRUE,,,,,"[-80.12904, 26.05743], "
,1617318804,4/1/21 11:13 PM,26.0575,-80.12912,131.3,0,,,,,TRUE,,,,,"[-80.12912, 26.0575], "
,1617322422,4/2/21 12:13 AM,26.05735,-80.12893,273,0,,,,,TRUE,,,,,"[-80.12893, 26.05735], "
,1617326024,4/2/21 1:13 AM,26.05736,-80.12914,90,0,,,,,TRUE,,,,,"[-80.12914, 26.05736], "
,1617329608,4/2/21 2:13 AM,26.05736,-80.12897,12.7,0,,,,,TRUE,,,,,"[-80.12897, 26.05736], "
,1617333215,4/2/21 3:13 AM,26.0574,-80.12896,210,0,,,,,TRUE,,,,,"[-80.12896, 26.0574], "
,1617336818,4/2/21 4:13 AM,26.05726,-80.12905,27.2,0,,,,,TRUE,,,,,"[-80.12905, 26.05726], "
,1617340415,4/2/21 5:13 AM,26.0574,-80.12897,0,0,,,,,TRUE,,,,,"[-80.12897, 26.0574], "
,1617343989,4/2/21 6:13 AM,26.0574,-80.12897,212.2,0,,,,,TRUE,,,,,"[-80.12897, 26.0574], "
,1617347622,4/2/21 7:13 AM,26.0572,-80.12911,26.8,0,,,,,TRUE,,,,,"[-80.12911, 26.0572], "
,1617351198,4/2/21 8:13 AM,26.05736,-80.12902,155.8,0,,,,,TRUE,,,,,"[-80.12902, 26.05736], "
,1617354809,4/2/21 9:13 AM,26.05734,-80.12901,41.9,0,,,,,TRUE,,,,,"[-80.12901, 26.05734], "
,1617358412,4/2/21 10:13 AM,26.05736,-80.12899,161.4,0,,,,,TRUE,,,,,"[-80.12899, 26.05736], "
,1617362015,4/2/21 11:13 AM,26.05728,-80.12896,8.5,0,,,,,TRUE,,,,,"[-80.12896, 26.05728], "
,1617365624,4/2/21 12:13 PM,26.05734,-80.12895,163.3,0,,,,,TRUE,,,,,"[-80.12895, 26.05734], "
,1617369202,4/2/21 1:13 PM,26.05731,-80.12894,280.5,0,,,,,TRUE,,,,,"[-80.12894, 26.05731], "
,1617372811,4/2/21 2:13 PM,26.05732,-80.129,219,0,,,,,TRUE,,,,,"[-80.129, 26.05732], "
,1617376414,4/2/21 3:13 PM,26.05712,-80.12918,33.5,0,,,,,TRUE,,,,,"[-80.12918, 26.05712], "
,1617380021,4/2/21 4:13 PM,26.05731,-80.12904,19.8,0,,,,,TRUE,,,,,"[-80.12904, 26.05731], "
,1617383594,4/2/21 5:13 PM,26.05741,-80.129,90,0,,,,,TRUE,,,,,"[-80.129, 26.05741], "
,1617387199,4/2/21 6:13 PM,26.05741,-80.12885,231.5,0,,,,,TRUE,,,,,"[-80.12885, 26.05741], "
,1617390804,4/2/21 7:13 PM,26.05731,-80.12899,334.2,0,,,,,TRUE,,,,,"[-80.12899, 26.05731], "
,1617394406,4/2/21 8:13 PM,26.05744,-80.12906,52.1,0,,,,,TRUE,,,,,"[-80.12906, 26.05744], "
,1617398008,4/2/21 9:13 PM,26.05751,-80.12896,208.9,0,,,,,TRUE,,,,,"[-80.12896, 26.05751], "
,1617401613,4/2/21 10:13 PM,26.05738,-80.12904,39.2,0,,,,,TRUE,,,,,"[-80.12904, 26.05738], "
,1617405202,4/2/21 11:13 PM,26.05749,-80.12894,207.2,0,,,,,TRUE,,,,,"[-80.12894, 26.05749], "
,1617408808,4/3/21 12:13 AM,26.05735,-80.12902,12.7,0,,,,,TRUE,,,,,"[-80.12902, 26.05735], "
,1617412419,4/3/21 1:13 AM,26.05747,-80.12899,192.7,0,,,,,TRUE,,,,,"[-80.12899, 26.05747], "
,1617416037,4/3/21 2:13 AM,26.05735,-80.12902,299.1,0,,,,,TRUE,,,,,"[-80.12902, 26.05735], "
,1617419609,4/3/21 3:13 AM,26.05736,-80.12904,167.3,0,,,,,TRUE,,,,,"[-80.12904, 26.05736], "
,1617423212,4/3/21 4:13 AM,26.05732,-80.12903,21.1,0,,,,,TRUE,,,,,"[-80.12903, 26.05732], "
,1617426842,4/3/21 5:14 AM,26.05739,-80.129,299.1,0,,,,,TRUE,,,,,"[-80.129, 26.05739], "
,1617430413,4/3/21 6:13 AM,26.05741,-80.12904,347.3,0,,,,,TRUE,,,,,"[-80.12904, 26.05741], "
,1617434016,4/3/21 7:13 AM,26.05745,-80.12905,155.8,0,,,,,TRUE,,,,,"[-80.12905, 26.05745], "
,1617437616,4/3/21 8:13 AM,26.05737,-80.12901,221.9,0,,,,,TRUE,,,,,"[-80.12901, 26.05737], "
,1617441218,4/3/21 9:13 AM,26.05735,-80.12903,66,0,,,,,TRUE,,,,,"[-80.12903, 26.05735], "
,1617444823,4/3/21 10:13 AM,26.05737,-80.12898,240.9,0,,,,,TRUE,,,,,"[-80.12898, 26.05737], "
,1617448424,4/3/21 11:13 AM,26.05732,-80.12908,32.4,0,,,,,TRUE,,,,,"[-80.12908, 26.05732], "
,1617451996,4/3/21 12:13 PM,26.05749,-80.12896,199.8,0,,,,,TRUE,,,,,"[-80.12896, 26.05749], "
,1617455626,4/3/21 1:13 PM,26.05739,-80.129,133.7,0,,,,,TRUE,,,,,"[-80.129, 26.05739], "
,1617459205,4/3/21 2:13 PM,26.05733,-80.12893,208.3,0,,,,,TRUE,,,,,"[-80.12893, 26.05733], "
,1617462866,4/3/21 3:14 PM,26.05713,-80.12905,9.4,0,,,,,TRUE,,,,,"[-80.12905, 26.05713], "
,1617466410,4/3/21 4:13 PM,26.0574,-80.129,124.8,0,,,,,TRUE,,,,,"[-80.129, 26.0574], "
,1617470014,4/3/21 5:13 PM,26.05735,-80.12892,16.7,0,,,,,TRUE,,,,,"[-80.12892, 26.05735], "
,1617473619,4/3/21 6:13 PM,26.05753,-80.12886,218.4,0,,,,,TRUE,,,,,"[-80.12886, 26.05753], "
,1617477193,4/3/21 7:13 PM,26.05736,-80.12901,105.6,0,,,,,TRUE,,,,,"[-80.12901, 26.05736], "
,1617480796,4/3/21 8:13 PM,26.05735,-80.12897,131.7,0,,,,,TRUE,,,,,"[-80.12897, 26.05735], "
,1617484426,4/3/21 9:13 PM,26.05731,-80.12892,258.2,0,,,,,TRUE,,,,,"[-80.12892, 26.05731], "
,1617488004,4/3/21 10:13 PM,26.05728,-80.12908,32.7,0,,,,,TRUE,,,,,"[-80.12908, 26.05728], "
,1617491609,4/3/21 11:13 PM,26.05735,-80.12903,166.2,0,,,,,TRUE,,,,,"[-80.12903, 26.05735], "
,1617495216,4/4/21 12:13 AM,26.05724,-80.129,353.2,0,,,,,TRUE,,,,,"[-80.129, 26.05724], "
,1617498821,4/4/21 1:13 AM,26.05739,-80.12902,335.8,0,,,,,TRUE,,,,,"[-80.12902, 26.05739], "
,1617502428,4/4/21 2:13 AM,26.05741,-80.12903,90,0,,,,,TRUE,,,,,"[-80.12903, 26.05741], "
,1617506005,4/4/21 3:13 AM,26.05741,-80.12892,261,0,,,,,TRUE,,,,,"[-80.12892, 26.05741], "
,1617509606,4/4/21 4:13 AM,26.05739,-80.12906,180,0,,,,,TRUE,,,,,"[-80.12906, 26.05739], "
,1617513209,4/4/21 5:13 AM,26.0573,-80.12906,24.2,0,,,,,TRUE,,,,,"[-80.12906, 26.0573], "
,1617516820,4/4/21 6:13 AM,26.05738,-80.12902,149.1,0,,,,,TRUE,,,,,"[-80.12902, 26.05738], "
,1617520423,4/4/21 7:13 AM,26.05732,-80.12898,326,0,,,,,TRUE,,,,,"[-80.12898, 26.05732], "
,1617524025,4/4/21 8:13 AM,26.05736,-80.12901,41.9,0,,,,,TRUE,,,,,"[-80.12901, 26.05736], "
,1617527601,4/4/21 9:13 AM,26.05744,-80.12893,246,0,,,,,TRUE,,,,,"[-80.12893, 26.05744], "
,1617531204,4/4/21 10:13 AM,26.05738,-80.12908,335.8,0,,,,,TRUE,,,,,"[-80.12908, 26.05738], "
,1617534806,4/4/21 11:13 AM,26.05746,-80.12912,154.6,0,,,,,TRUE,,,,,"[-80.12912, 26.05746], "
,1617538419,4/4/21 12:13 PM,26.05729,-80.12903,12.7,0,,,,,TRUE,,,,,"[-80.12903, 26.05729], "
,1617542026,4/4/21 1:13 PM,26.05741,-80.129,48.8,4.1,,,,,TRUE,,,,,"[-80.129, 26.05741], "
,1617545627,4/4/21 2:13 PM,26.08166,-80.09812,182.5,10.6,,,,,TRUE,,,,,"[-80.09812, 26.08166], "
,1617549228,4/4/21 3:13 PM,25.98592,-80.10285,182.7,10.9,,,,,TRUE,,,,,"[-80.10285, 25.98592], "
,1617552830,4/4/21 4:13 PM,25.88805,-80.1079,184,9.9,,,,,TRUE,,,,,"[-80.1079, 25.88805], "
,1617556430,4/4/21 5:13 PM,25.79897,-80.11481,186,11.2,,,,,TRUE,,,,,"[-80.11481, 25.79897], "
,1617560007,4/4/21 6:13 PM,25.69947,-80.12644,228.4,4.9,,,,,TRUE,,,,,"[-80.12644, 25.69947], "
,1617563607,4/4/21 7:13 PM,25.67034,-80.16286,19.8,0,,,,,TRUE,,,,,"[-80.16286, 25.67034], "
,1617567211,4/4/21 8:13 PM,25.67044,-80.16282,197.8,0,,,,,TRUE,,,,,"[-80.16282, 25.67044], "
,1617570815,4/4/21 9:13 PM,25.67016,-80.16292,155.7,0,,,,,TRUE,,,,,"[-80.16292, 25.67016], "
,1617574418,4/4/21 10:13 PM,25.67014,-80.16291,126.5,0,,,,,TRUE,,,,,"[-80.16291, 25.67014], "
,1617577991,4/4/21 11:13 PM,25.6701,-80.16285,318,0,,,,,TRUE,,,,,"[-80.16285, 25.6701], "
